id,cuisine
45908,mexican
34333,italian
19999,british
9304,cajun_creole
11613,italian
30183,indian
14480,italian
26493,mexican
46415,italian
23012,chinese
2981,italian
31371,italian
8119,southern_us
48376,mexican
42957,mexican
18688,mexican
38876,italian
11197,italian
48216,italian
24611,southern_us
16761,southern_us
47345,southern_us
16477,french
31855,italian
403,italian
48608,mexican
1985,italian
36249,italian
27201,irish
22141,mexican
34166,french
4721,italian
44230,mexican
21409,southern_us
29986,italian
15401,southern_us
32341,southern_us
46266,italian
6633,french
42713,italian
9117,italian
16266,italian
36470,italian
16164,french
34712,italian
29117,southern_us
34991,french
24906,italian
36954,italian
29979,french
16710,indian
48056,southern_us
24035,italian
32656,chinese
45875,southern_us
1735,mexican
35986,french
45005,mexican
46636,italian
31507,southern_us
31348,british
28362,mexican
33305,greek
36747,italian
39897,irish
27450,italian
49579,french
24426,italian
11507,italian
6093,italian
49338,italian
11560,thai
49597,french
17865,french
5995,mexican
9707,irish
6888,mexican
46148,japanese
19940,southern_us
34637,italian
14214,italian
15805,italian
34328,irish
27174,italian
24919,southern_us
33206,mexican
10745,italian
41550,italian
5008,southern_us
10685,mexican
15287,french
25701,southern_us
31525,indian
27096,chinese
36113,british
48480,mexican
1944,italian
26314,southern_us
10478,italian
15149,mexican
5024,italian
1676,chinese
2869,italian
20079,french
8053,mexican
6212,italian
13557,chinese
9735,italian
39956,filipino
21569,mexican
3269,southern_us
4461,italian
41598,french
44612,greek
20150,italian
7278,southern_us
35809,french
21612,thai
20357,italian
23355,mexican
27727,italian
34021,mexican
9970,indian
36438,italian
12079,italian
22380,french
28065,italian
49690,southern_us
48671,french
18509,japanese
8903,southern_us
23374,southern_us
22475,italian
28418,italian
42625,southern_us
44840,indian
42121,italian
2243,french
18032,spanish
19392,mexican
25679,southern_us
11223,indian
35867,italian
33842,italian
12676,italian
38377,italian
344,italian
11864,french
16895,italian
3001,mexican
19195,italian
3635,italian
23150,italian
17502,italian
16405,italian
34160,italian
34495,mexican
18377,greek
18988,mexican
24880,italian
48302,italian
33358,french
20732,french
22094,irish
8638,southern_us
35556,french
27248,french
15746,indian
46404,indian
23323,italian
39018,southern_us
23510,mexican
27710,mexican
30540,italian
48945,mexican
37197,italian
27343,italian
29349,french
38383,southern_us
46758,italian
24859,mexican
18292,mexican
32450,italian
35936,japanese
36789,japanese
19804,indian
16604,mexican
585,southern_us
29352,french
48392,filipino
44324,italian
5012,italian
19487,italian
17263,italian
26127,mexican
39464,italian
4870,chinese
16171,mexican
308,mexican
19155,italian
18736,italian
43352,british
24652,french
44181,italian
36237,southern_us
30286,greek
4019,italian
20111,southern_us
35543,southern_us
25992,italian
8275,indian
49613,chinese
45149,italian
38610,italian
18111,mexican
35670,italian
30349,italian
12034,southern_us
20729,italian
11458,southern_us
16423,italian
47404,southern_us
43875,italian
43513,southern_us
21894,southern_us
9350,italian
18519,french
4651,italian
14831,mexican
32530,mexican
44131,french
36724,italian
20264,japanese
4994,italian
47875,italian
1952,southern_us
6792,southern_us
44853,italian
13807,french
14303,italian
27449,southern_us
20389,filipino
32028,greek
9758,italian
15295,french
14904,french
9534,chinese
46950,italian
15648,french
44473,italian
29833,italian
3015,italian
43675,italian
3329,southern_us
27359,thai
18163,italian
45238,italian
2146,indian
17194,italian
15864,french
6084,southern_us
44220,italian
1843,italian
4777,italian
27182,southern_us
47648,greek
30068,mexican
36696,indian
47909,italian
19016,italian
32683,italian
224,southern_us
2031,italian
26715,italian
23886,indian
28724,chinese
46037,italian
38683,italian
19328,italian
15324,southern_us
20480,french
43132,italian
25028,italian
15859,italian
13023,italian
27838,japanese
3661,italian
35313,french
45668,italian
3070,italian
20607,italian
33560,chinese
43354,french
19935,mexican
45795,french
42932,mexican
42059,southern_us
47601,italian
31240,chinese
5339,italian
8192,italian
4831,mexican
9134,southern_us
49500,italian
45456,mexican
47506,italian
43238,italian
43910,italian
36829,cajun_creole
2771,italian
14712,filipino
37718,southern_us
5264,italian
26273,french
48641,french
46990,italian
26575,italian
43906,italian
30518,mexican
45950,french
15967,italian
25115,italian
15112,italian
34860,southern_us
32100,southern_us
11239,mexican
809,southern_us
9212,french
34741,italian
29409,mexican
39986,french
21487,italian
36981,italian
19115,italian
37110,british
36185,mexican
26244,italian
18026,irish
36961,southern_us
14384,italian
6039,french
31871,italian
35841,mexican
16074,french
39180,italian
19331,mexican
8658,chinese
49574,italian
25237,italian
6947,southern_us
5309,italian
35914,italian
14715,italian
47994,italian
11508,italian
41662,greek
39047,greek
22933,greek
5016,italian
49449,british
39029,southern_us
1721,southern_us
41864,southern_us
17358,italian
36847,british
34812,italian
5486,mexican
2492,irish
45624,mexican
7576,italian
34773,french
16904,french
4279,italian
38068,italian
7370,french
23586,french
48790,italian
26717,italian
32749,italian
42536,italian
5372,italian
37143,italian
37244,french
27674,french
778,italian
14686,chinese
9274,southern_us
37769,italian
12871,italian
38528,italian
32968,french
6275,italian
4732,italian
9452,italian
29194,italian
16627,italian
5127,italian
26447,southern_us
11489,italian
23884,southern_us
14545,chinese
19620,mexican
9771,mexican
21265,italian
38249,italian
3483,italian
21262,irish
14605,italian
9448,italian
15750,mexican
6413,filipino
17585,greek
10057,italian
29462,french
18943,italian
22591,mexican
32048,italian
32249,italian
39578,italian
21724,italian
27119,greek
25094,italian
41200,italian
33033,italian
21389,italian
49103,italian
12519,french
26913,southern_us
12460,italian
3397,italian
3502,italian
42877,italian
249,italian
46008,italian
14185,cajun_creole
20873,french
11722,italian
24883,italian
3932,italian
25728,italian
16428,french
7887,british
48364,southern_us
47197,italian
28640,southern_us
16758,french
39135,southern_us
33302,italian
23677,italian
25509,italian
35746,french
46195,french
19788,southern_us
18888,italian
21153,french
44672,italian
48707,italian
2232,french
36081,french
948,french
24512,cajun_creole
24382,mexican
40648,italian
48886,southern_us
21967,italian
40119,italian
38221,brazilian
49494,indian
17286,french
10421,southern_us
13088,southern_us
34348,italian
15405,french
15218,italian
40233,mexican
26098,irish
17221,italian
25198,british
22532,italian
41563,french
2554,italian
38170,italian
29476,italian
33384,mexican
5770,spanish
5628,italian
44069,mexican
18530,italian
22369,french
9498,french
26476,french
29939,southern_us
9336,mexican
26377,mexican
18442,italian
13470,mexican
34689,italian
11016,italian
28985,chinese
25293,french
569,mexican
29992,moroccan
20363,southern_us
6981,greek
30154,french
39960,southern_us
25975,southern_us
4029,french
49081,italian
7493,italian
10393,spanish
6915,italian
42310,french
15612,thai
23160,mexican
37897,southern_us
44731,italian
3460,italian
29855,greek
31140,italian
4481,italian
30882,french
511,italian
1120,italian
42651,italian
18209,mexican
38368,italian
31783,vietnamese
37589,italian
17752,french
37020,italian
19503,indian
2718,mexican
28365,italian
45843,southern_us
4514,french
4311,italian
41356,southern_us
12022,french
6846,italian
8983,italian
47589,italian
14859,french
20035,french
732,indian
38568,southern_us
10871,mexican
42540,italian
48782,italian
17988,southern_us
8147,italian
32029,mexican
25598,italian
8695,chinese
11213,italian
21053,southern_us
29154,italian
33691,italian
32129,italian
43787,italian
40642,italian
39782,italian
38430,italian
33438,italian
31602,mexican
17581,mexican
25169,southern_us
35755,italian
33544,mexican
34252,italian
30764,chinese
44946,italian
716,mexican
24668,british
24270,italian
13165,french
33758,french
3090,chinese
43987,mexican
39021,mexican
44460,greek
29876,southern_us
17737,italian
36772,southern_us
18174,british
20924,french
39098,italian
32571,italian
26957,italian
11363,cajun_creole
20736,italian
42639,french
43350,italian
15451,italian
45175,mexican
5652,mexican
1569,italian
39036,southern_us
13673,italian
1550,french
38553,italian
38594,italian
3220,southern_us
24686,indian
10863,southern_us
46683,french
5113,french
34967,italian
15420,french
9607,french
7190,british
7482,greek
3928,italian
11288,italian
1948,southern_us
6590,italian
20275,italian
14212,southern_us
47990,italian
36653,italian
22436,italian
34790,italian
45752,italian
19159,southern_us
14515,southern_us
27510,mexican
38699,italian
34959,italian
7206,french
2316,southern_us
18823,indian
1909,italian
48313,italian
5844,mexican
29975,mexican
41091,mexican
9532,southern_us
46569,italian
10399,italian
42934,irish
2688,mexican
27095,southern_us
12476,italian
23070,indian
9837,southern_us
45829,italian
31887,italian
28518,french
47168,italian
45321,cajun_creole
20662,italian
9699,chinese
41018,italian
705,italian
42898,greek
633,italian
31443,mexican
18613,irish
19060,italian
17845,southern_us
1534,chinese
41786,italian
31656,italian
17330,italian
7048,italian
7938,italian
46208,italian
33759,italian
5526,french
26943,indian
20701,italian
35701,russian
36687,french
21401,southern_us
376,italian
6980,french
39402,italian
43095,mexican
18576,french
39720,mexican
17526,british
27549,italian
27123,indian
22979,french
46113,mexican
31557,indian
20414,southern_us
14487,italian
24881,mexican
17955,french
39109,mexican
35576,french
25876,southern_us
24669,thai
22261,italian
832,mexican
29742,italian
21381,italian
34322,italian
7224,spanish
17978,italian
9438,mexican
9458,italian
41045,french
34614,italian
16651,italian
8230,italian
39372,italian
39357,mexican
44341,japanese
42052,southern_us
45208,british
28626,southern_us
48345,chinese
37791,greek
15227,italian
24053,italian
17716,italian
6087,italian
28000,french
4320,italian
21783,southern_us
16148,mexican
47562,southern_us
31541,french
43574,italian
45475,french
16953,southern_us
5239,mexican
4595,french
37279,french
33264,italian
30484,brazilian
9200,italian
7457,italian
42413,chinese
18484,cajun_creole
20985,mexican
29503,greek
45242,japanese
46953,italian
13948,southern_us
1623,italian
33251,italian
6148,southern_us
30392,italian
144,italian
20602,italian
48085,mexican
14896,italian
47518,chinese
29161,italian
39363,indian
694,mexican
3887,french
12671,french
31117,italian
14714,southern_us
29993,italian
20639,southern_us
17665,italian
3969,french
11014,japanese
19530,british
17271,indian
30457,british
22989,french
45756,french
20297,italian
10942,southern_us
35686,mexican
13032,southern_us
7951,french
20432,southern_us
17971,southern_us
4128,italian
7589,french
18816,french
12650,italian
418,cajun_creole
36366,italian
32991,mexican
6424,mexican
8134,italian
39280,french
3091,mexican
23382,southern_us
34090,mexican
23320,italian
14962,southern_us
42047,italian
44805,italian
36584,italian
3016,mexican
6391,italian
38188,british
1784,mexican
18300,italian
3856,southern_us
41841,italian
16837,italian
23687,italian
38118,italian
27801,russian
17096,irish
20235,french
13288,southern_us
26749,southern_us
19084,italian
35200,mexican
41073,italian
28016,mexican
18431,southern_us
22228,italian
27456,brazilian
325,mexican
6543,italian
7062,greek
49221,southern_us
44536,mexican
24865,british
26543,italian
10096,italian
38273,italian
6710,mexican
49243,southern_us
19624,italian
24435,french
14883,southern_us
22516,italian
587,italian
40539,greek
11208,italian
18273,southern_us
22762,british
13300,italian
42245,italian
14177,filipino
4184,irish
14277,southern_us
41308,italian
34438,southern_us
9805,chinese
38007,french
23919,french
13945,italian
32279,french
17456,indian
47941,southern_us
32310,italian
44442,chinese
14163,french
27573,southern_us
777,italian
44116,french
13347,japanese
29348,british
14219,italian
39983,southern_us
33682,french
21443,french
47642,southern_us
1759,french
1205,british
4794,french
17408,british
34666,chinese
40237,italian
13778,southern_us
41289,italian
3560,southern_us
35830,mexican
11151,italian
12789,italian
21166,mexican
24716,mexican
25586,italian
11046,southern_us
31793,italian
28746,italian
7226,italian
30991,french
47476,french
30626,greek
49367,italian
35754,italian
4247,italian
49423,southern_us
22295,chinese
2749,irish
685,indian
30988,italian
46285,italian
40492,indian
22264,southern_us
15921,french
388,italian
33121,british
35685,italian
4416,italian
17725,southern_us
39525,mexican
27034,italian
28470,italian
38953,italian
20045,italian
12896,cajun_creole
39573,italian
8838,italian
15399,italian
39439,british
26837,irish
41220,italian
35968,italian
24335,italian
10983,spanish
5516,southern_us
38894,chinese
11887,italian
31306,italian
38578,italian
3561,italian
45095,southern_us
30969,filipino
14389,mexican
29670,italian
40995,southern_us
33629,mexican
10616,italian
30886,italian
18995,french
31098,italian
34607,indian
48989,italian
44542,spanish
47075,southern_us
19228,italian
2685,italian
11686,italian
9610,spanish
30405,italian
43666,italian
32892,southern_us
44741,southern_us
6791,mexican
440,southern_us
22693,southern_us
24328,mexican
13800,italian
23873,italian
12767,southern_us
5929,italian
20645,italian
20999,french
29995,italian
35223,french
22414,italian
23410,irish
36558,french
13704,italian
41952,french
46915,italian
47170,italian
2295,mexican
46128,italian
48349,mexican
1482,italian
26589,italian
9418,italian
31356,italian
16052,italian
43594,italian
29099,italian
23472,italian
34914,italian
19404,southern_us
28299,italian
12314,southern_us
6047,italian
37581,italian
12750,jamaican
17498,italian
7694,italian
14531,french
26628,italian
8205,indian
25101,italian
29045,french
20917,italian
8311,mexican
10213,chinese
15241,french
46132,french
15349,mexican
22580,greek
47335,italian
17759,southern_us
27633,mexican
42313,italian
47272,mexican
4553,mexican
15235,southern_us
34102,mexican
21227,italian
9782,italian
6913,filipino
11944,italian
19035,italian
9848,southern_us
42745,southern_us
40846,british
27618,mexican
41067,italian
13555,italian
18063,italian
16962,italian
8415,italian
19041,italian
38889,southern_us
32528,indian
21750,french
11344,italian
27945,british
37025,mexican
789,mexican
25084,italian
6024,southern_us
14741,italian
20468,southern_us
26963,italian
1451,italian
27745,italian
31347,southern_us
46592,italian
38107,french
5987,italian
1808,italian
23783,french
28618,italian
36764,italian
11326,italian
3020,italian
24326,southern_us
34002,italian
11499,italian
9268,italian
49368,japanese
44720,chinese
13127,italian
34494,italian
48382,japanese
18585,italian
40052,french
46321,mexican
49561,mexican
9453,italian
19555,italian
17833,italian
10196,french
35996,southern_us
22530,italian
44176,italian
2669,mexican
10896,mexican
7343,italian
46255,french
27043,mexican
20998,southern_us
12357,italian
36339,japanese
45086,italian
37690,italian
37829,mexican
3537,mexican
5150,italian
13,italian
44579,japanese
8749,italian
131,indian
44306,southern_us
19202,italian
21300,mexican
27286,italian
18297,italian
4388,southern_us
22234,italian
7359,japanese
39947,italian
6855,mexican
46057,italian
33950,italian
36009,southern_us
23732,greek
21316,greek
32806,italian
34343,mexican
11973,southern_us
2380,italian
30667,southern_us
42364,southern_us
30258,southern_us
34109,italian
5265,italian
123,italian
12498,southern_us
23713,italian
25176,italian
28576,southern_us
32563,indian
38829,french
3835,italian
1960,southern_us
43991,mexican
45136,italian
41554,mexican
10118,italian
43827,thai
32583,mexican
31949,southern_us
23574,italian
28211,japanese
21793,italian
25914,italian
34735,italian
26071,spanish
9476,italian
29443,italian
16966,british
6457,italian
25882,southern_us
48390,italian
28356,italian
15699,italian
2090,southern_us
4686,italian
27937,italian
25560,mexican
38937,italian
48670,british
2547,italian
17442,mexican
28669,italian
4410,italian
36917,irish
46755,italian
25321,italian
47019,italian
33077,italian
11593,chinese
44295,southern_us
46632,french
18503,southern_us
29030,italian
32516,chinese
35128,italian
41715,italian
49185,southern_us
35517,irish
13909,italian
36886,greek
29304,italian
29577,indian
24570,italian
29466,italian
10724,chinese
30026,italian
37133,italian
29346,italian
32871,southern_us
46420,mexican
29083,chinese
4402,french
15877,italian
33448,french
3541,french
27704,southern_us
28658,italian
23793,french
11040,japanese
28419,italian
37086,italian
13965,french
28674,italian
5645,southern_us
20756,mexican
15548,italian
14495,french
11989,southern_us
47482,italian
14101,british
1289,mexican
49473,italian
39161,irish
14452,italian
31489,italian
15599,southern_us
28440,southern_us
33624,japanese
24090,italian
16137,italian
4819,italian
1377,southern_us
47636,chinese
25907,italian
35894,brazilian
20315,italian
27199,mexican
34055,italian
26938,italian
5734,mexican
32241,mexican
2163,southern_us
20340,southern_us
6278,italian
49404,chinese
36731,italian
29165,italian
24932,southern_us
6591,italian
14644,french
43518,italian
28979,italian
45821,southern_us
26627,french
39139,british
3026,italian
13204,mexican
762,italian
28036,chinese
46514,mexican
34536,french
36484,chinese
5676,italian
13715,italian
43019,indian
2471,italian
34065,french
39362,mexican
4987,southern_us
28414,italian
8710,italian
6610,italian
28847,italian
10560,japanese
32993,mexican
16912,southern_us
35262,italian
46936,italian
14553,french
17471,italian
22897,southern_us
2789,mexican
3897,southern_us
22751,italian
16566,italian
23033,italian
30500,spanish
13018,french
13077,french
9177,southern_us
16012,italian
5293,italian
35451,italian
5591,mexican
44443,mexican
36811,italian
7031,italian
11475,italian
5556,italian
33728,italian
46703,italian
41776,italian
4099,italian
4251,thai
29381,italian
30300,british
27494,southern_us
48254,italian
32789,french
44569,italian
44160,italian
18762,italian
23808,italian
11875,italian
35843,italian
4948,italian
34713,italian
8352,italian
28407,italian
3506,southern_us
44338,southern_us
38464,cajun_creole
1139,cajun_creole
12287,moroccan
27031,italian
42153,mexican
42686,french
44415,italian
10072,italian
8618,italian
14153,southern_us
23825,italian
21440,french
13366,french
24979,french
33437,french
4864,southern_us
33017,italian
15122,japanese
42731,italian
8281,southern_us
2812,indian
30683,mexican
24249,italian
12169,indian
28629,southern_us
32774,french
15181,southern_us
44314,italian
37583,southern_us
28069,indian
33503,chinese
24015,chinese
39333,mexican
13414,italian
4855,greek
6512,italian
21974,italian
9062,italian
6243,southern_us
10675,british
35788,moroccan
37372,italian
28810,italian
23045,italian
21296,italian
33484,italian
30045,italian
17354,southern_us
30061,french
41671,mexican
13160,italian
43260,british
43992,italian
16117,chinese
30403,italian
37331,french
5456,italian
26893,italian
44470,chinese
38130,southern_us
9361,mexican
19320,chinese
3545,italian
25778,southern_us
34074,italian
34216,french
38817,japanese
20749,italian
31535,italian
2052,southern_us
18186,mexican
49595,french
47592,italian
26011,italian
23403,italian
8005,southern_us
19517,southern_us
10157,italian
47071,italian
22469,italian
26224,indian
29482,greek
8227,italian
12580,italian
26385,italian
49610,southern_us
6446,southern_us
1766,southern_us
19538,mexican
44811,italian
16844,indian
28777,southern_us
28282,italian
15025,italian
35345,italian
21527,mexican
26997,italian
40454,irish
2828,italian
18980,italian
13604,french
9911,italian
49684,italian
5056,indian
2990,italian
32016,italian
37476,italian
33761,jamaican
20280,mexican
19266,italian
17492,italian
29376,italian
39788,italian
606,british
28514,italian
8497,italian
14688,filipino
6514,italian
22222,mexican
40303,italian
23173,italian
26842,italian
38197,southern_us
6680,italian
11165,italian
10077,italian
10703,southern_us
32046,italian
40961,southern_us
35596,indian
1653,southern_us
3886,greek
14121,irish
36351,french
32915,southern_us
5386,italian
40215,mexican
183,italian
24641,italian
47715,french
34390,irish
712,french
12535,russian
49435,french
30517,filipino
3489,italian
1636,italian
30044,british
24095,mexican
22105,irish
24627,japanese
38840,british
9246,italian
32088,indian
38769,chinese
5657,italian
15325,mexican
28603,italian
42188,southern_us
30446,italian
1757,italian
32710,italian
2136,french
27690,mexican
35074,italian
48873,british
39277,mexican
28708,italian
45762,italian
37933,southern_us
4491,brazilian
35597,chinese
15163,cajun_creole
25745,southern_us
49614,italian
41946,italian
6372,italian
39604,southern_us
42983,mexican
19983,italian
21892,mexican
20647,italian
47368,spanish
3557,italian
41749,mexican
31498,southern_us
19271,french
15640,french
26181,southern_us
22491,french
31939,british
35961,french
9811,italian
40599,southern_us
40190,southern_us
16581,italian
22637,southern_us
37123,french
36020,italian
2226,french
43012,italian
13134,italian
18749,italian
1692,southern_us
10138,southern_us
25235,italian
13955,italian
42655,italian
12415,french
7502,italian
27394,greek
44210,italian
5331,southern_us
25173,italian
48988,southern_us
20735,french
22048,italian
27644,southern_us
43242,italian
28368,italian
2429,southern_us
25477,mexican
30938,italian
29877,mexican
30451,italian
48987,mexican
17989,italian
13439,brazilian
33444,southern_us
38794,italian
37227,southern_us
39679,italian
34234,italian
38038,mexican
7274,mexican
18018,french
11450,french
48160,italian
21288,italian
34704,italian
46684,italian
7049,mexican
9116,italian
22485,italian
6346,italian
40269,southern_us
35850,irish
1429,italian
19739,italian
38972,italian
39570,indian
43463,southern_us
21757,italian
36070,italian
40550,southern_us
22914,chinese
15074,chinese
41576,thai
46372,indian
8751,mexican
47378,greek
21143,italian
3818,southern_us
48486,irish
23388,italian
37216,italian
13142,french
828,mexican
18468,chinese
25554,mexican
9863,southern_us
12771,italian
3066,southern_us
35442,greek
25696,italian
38136,french
35825,greek
28933,italian
34629,italian
22169,southern_us
7028,french
37204,french
16980,mexican
27356,italian
11736,italian
1632,italian
1073,french
8236,french
42866,french
30904,chinese
35258,indian
17290,italian
35929,french
46072,italian
46763,southern_us
47664,southern_us
45625,italian
31177,southern_us
33941,chinese
12272,mexican
48146,indian
11812,italian
42795,french
14372,italian
2964,southern_us
9236,british
18992,french
30902,southern_us
30939,mexican
20108,italian
6562,russian
46412,italian
8034,southern_us
37521,french
46651,mexican
32493,italian
3251,italian
31825,southern_us
2676,southern_us
32140,italian
5326,filipino
38240,southern_us
45874,italian
17253,southern_us
25292,southern_us
48666,italian
49278,italian
47903,mexican
42062,southern_us
27885,italian
21229,indian
47629,italian
16695,chinese
5355,italian
45369,french
25736,cajun_creole
29882,french
38900,southern_us
1508,southern_us
2526,italian
16563,southern_us
49060,french
31448,southern_us
36746,filipino
1280,italian
41950,italian
25948,southern_us
35444,french
2881,greek
44080,southern_us
4446,italian
47106,mexican
15521,japanese
44359,mexican
48967,italian
1599,italian
44514,french
7140,italian
27656,italian
35581,italian
6359,chinese
41639,italian
42680,italian
31520,southern_us
47846,french
7993,italian
2996,french
27737,italian
27427,mexican
3734,mexican
44673,italian
43924,italian
18628,italian
3596,french
37666,southern_us
14633,italian
36259,italian
19752,british
16697,italian
9550,mexican
20813,italian
34356,italian
3583,southern_us
14148,french
28329,southern_us
166,italian
12368,southern_us
32261,italian
35306,southern_us
1414,japanese
45051,mexican
20767,southern_us
23450,italian
404,greek
527,spanish
25416,southern_us
25409,french
34603,irish
20266,mexican
9513,french
7794,southern_us
19429,italian
11328,indian
49242,british
40411,british
46424,italian
1634,greek
47221,french
3963,italian
15515,french
6735,mexican
41899,italian
36222,italian
24468,southern_us
9876,japanese
33614,southern_us
42279,french
46846,italian
34711,italian
39556,italian
1064,southern_us
30080,italian
6076,italian
5670,mexican
44525,mexican
19743,chinese
36205,italian
9030,indian
39755,spanish
39434,spanish
37803,filipino
30053,italian
11661,italian
17918,southern_us
44237,italian
38536,mexican
47369,mexican
6108,greek
16807,italian
41329,french
33582,italian
9570,italian
47129,italian
14268,southern_us
8395,british
38977,italian
22716,french
25753,italian
12018,southern_us
31659,italian
21149,italian
10328,chinese
33585,southern_us
29192,southern_us
46733,mexican
12887,french
24354,italian
39237,southern_us
19430,italian
39895,french
34566,southern_us
17889,italian
40652,italian
31395,italian
35908,british
18341,italian
17745,italian
40560,british
25097,italian
31430,italian
25484,italian
43668,japanese
2184,italian
12106,spanish
25747,southern_us
11423,italian
22403,italian
2880,italian
15445,french
9825,mexican
31607,southern_us
9341,british
2406,italian
28466,southern_us
8619,southern_us
16097,italian
11652,italian
16852,french
29111,southern_us
33602,french
35,italian
47741,italian
39820,italian
25332,chinese
5720,mexican
19634,southern_us
34851,italian
14117,italian
12195,italian
33665,italian
46228,southern_us
15964,southern_us
47502,southern_us
41865,southern_us
46055,italian
8863,italian
48658,southern_us
42251,southern_us
33164,italian
24526,french
39431,british
3893,italian
34175,southern_us
6727,italian
17230,mexican
24579,british
15873,italian
3703,italian
27030,italian
9149,chinese
16152,italian
49665,italian
27036,french
8341,italian
30384,italian
32883,italian
29047,greek
31964,italian
7011,southern_us
46301,italian
3495,italian
11949,mexican
975,italian
15529,italian
15372,mexican
5176,southern_us
13631,japanese
42028,italian
4936,indian
26471,southern_us
43833,chinese
47933,greek
38373,indian
5780,french
46303,french
27308,southern_us
10340,italian
48900,italian
876,southern_us
10446,mexican
15082,mexican
31706,southern_us
24885,mexican
34944,southern_us
7917,mexican
5923,chinese
44272,italian
41074,italian
381,italian
16053,french
37470,italian
23027,southern_us
42078,italian
13183,french
14828,italian
15394,indian
46300,mexican
38963,mexican
679,italian
34558,indian
31528,french
45629,italian
5034,british
35031,southern_us
13237,italian
42339,chinese
3911,french
20409,southern_us
24741,southern_us
18381,french
7572,southern_us
24226,italian
19945,italian
31809,italian
17903,italian
48664,southern_us
14122,french
3175,british
3403,italian
11062,italian
16629,southern_us
11349,irish
14353,italian
25633,french
11424,southern_us
36024,italian
7151,mexican
12777,italian
34289,mexican
13904,southern_us
40792,italian
11649,italian
227,southern_us
10396,italian
6559,italian
14195,mexican
21511,italian
431,japanese
5651,southern_us
20754,italian
24905,japanese
16731,italian
9006,french
43909,french
28526,mexican
31141,italian
39787,southern_us
35320,italian
25077,japanese
2902,french
34305,french
6174,italian
24695,french
12211,italian
13227,japanese
728,italian
21635,mexican
14011,italian
5861,southern_us
9976,french
49218,french
27684,british
11095,french
47314,southern_us
41901,italian
5859,italian
3947,french
14030,southern_us
10056,italian
39408,mexican
35283,italian
13994,french
36302,british
16113,british
47207,french
36198,chinese
21134,southern_us
49070,southern_us
8030,indian
31802,southern_us
36511,moroccan
7785,italian
38965,french
31453,italian
43100,italian
32307,italian
45405,japanese
28532,italian
16092,greek
29029,italian
5596,southern_us
11369,mexican
37436,indian
2421,italian
22070,french
10600,mexican
11150,italian
29257,southern_us
38540,italian
18998,mexican
39974,mexican
2159,italian
19679,french
44146,italian
36086,spanish
20676,italian
39779,italian
33522,italian
498,southern_us
45937,southern_us
41501,italian
44156,italian
5643,italian
35874,french
24413,southern_us
47297,greek
10073,italian
4798,mexican
7802,mexican
3970,mexican
24416,indian
13072,southern_us
29046,italian
12898,italian
24957,italian
18725,italian
46929,italian
23140,mexican
30516,italian
34081,thai
12927,british
44088,italian
20785,southern_us
16672,italian
5400,italian
30322,mexican
17272,italian
9797,italian
14795,indian
7619,french
42124,mexican
23249,italian
44158,italian
17462,italian
3580,italian
9896,japanese
29669,mexican
30625,french
7685,italian
7632,italian
28349,italian
4510,indian
35383,indian
18569,italian
11379,british
9434,italian
37774,italian
33651,french
47017,irish
31874,greek
26733,mexican
20962,italian
1467,italian
11173,italian
12949,greek
11565,southern_us
29756,southern_us
25577,southern_us
36779,italian
10974,mexican
42163,french
15337,mexican
23242,french
7952,italian
27424,mexican
3816,indian
27190,greek
43764,italian
17714,british
30022,southern_us
33281,mexican
43503,southern_us
27385,chinese
2396,mexican
25387,italian
1017,chinese
18852,japanese
14861,italian
47487,southern_us
46015,british
12684,italian
12588,italian
33061,italian
38952,southern_us
20915,cajun_creole
34732,japanese
48656,southern_us
38736,southern_us
20374,southern_us
18664,chinese
15638,british
10458,southern_us
47980,french
43084,italian
4534,italian
26269,italian
23498,filipino
5053,southern_us
5010,italian
49028,mexican
36714,irish
21490,italian
8448,italian
49408,spanish
28982,italian
20207,french
37751,french
42412,mexican
47466,japanese
40672,southern_us
47821,mexican
42090,indian
10019,mexican
45793,french
32933,french
48283,italian
19798,mexican
41233,spanish
37147,italian
26516,southern_us
4305,french
30883,southern_us
31677,italian
25378,italian
40122,italian
20889,italian
10994,mexican
29311,southern_us
46431,italian
17648,italian
32111,italian
15728,italian
16960,italian
23535,mexican
29667,british
31729,italian
41910,southern_us
13996,italian
21089,italian
32705,italian
42847,mexican
26201,mexican
26813,southern_us
32471,southern_us
44990,french
17237,southern_us
39403,spanish
15652,italian
14568,italian
44779,cajun_creole
37888,italian
9529,southern_us
20700,southern_us
17741,indian
17475,french
12581,italian
5996,southern_us
29042,italian
987,italian
39819,southern_us
31679,italian
1150,italian
39167,cajun_creole
43037,irish
20071,mexican
43815,italian
31649,italian
12218,british
32836,italian
18175,mexican
48197,spanish
31474,italian
46428,mexican
25246,southern_us
2991,italian
38216,mexican
14978,italian
31085,italian
34515,southern_us
6026,italian
19132,italian
48775,italian
29309,italian
4033,italian
36462,italian
13235,french
17863,filipino
25694,mexican
24204,french
14541,italian
13993,italian
8996,mexican
9943,british
22707,mexican
35292,italian
46886,italian
11566,italian
8272,italian
30552,italian
21033,italian
42971,italian
42275,mexican
44059,mexican
44159,italian
48500,indian
14617,indian
7867,italian
13913,italian
40684,italian
49174,southern_us
34772,italian
16738,french
11353,spanish
17429,italian
6213,mexican
26682,moroccan
42067,southern_us
45944,italian
43318,italian
32084,italian
23806,italian
2721,italian
6479,italian
48519,indian
12560,italian
4171,italian
14434,italian
21159,southern_us
